,Date,Year,Month,month_day,Country,Prov_Depto,Detpo_Distr_Mun ,Deforestation_ha,date_num
0,2012-03-31,2012,March,03-31,Argentina,Catamarca,La Paz,105.0,734593.0
1,2012-03-31,2012,March,03-31,Argentina,Catamarca,Santa Rosa,290.3,734593.0
2,2012-03-31,2012,March,03-31,Argentina,Chaco,12 de Octubre,9.6,734593.0
3,2012-03-31,2012,March,03-31,Argentina,Chaco,Almirante Brown,2004.7,734593.0
4,2012-03-31,2012,March,03-31,Argentina,Chaco,General Güemes,478.8,734593.0
5,2012-03-31,2012,March,03-31,Argentina,Córdoba,Minas,24.2,734593.0
6,2012-03-31,2012,March,03-31,Argentina,Formosa,Bermejo,1293.0,734593.0
7,2012-03-31,2012,March,03-31,Argentina,Formosa,Patiño,1775.6,734593.0
8,2012-03-31,2012,March,03-31,Argentina,La Rioja,Capital,38.5,734593.0
9,2012-03-31,2012,March,03-31,Argentina,Salta,Anta,166.5,734593.0
10,2012-03-31,2012,March,03-31,Argentina,Salta,General Jose de San Martin,299.4,734593.0
11,2012-03-31,2012,March,03-31,Argentina,Salta,Metan,53.8,734593.0
12,2012-03-31,2012,March,03-31,Argentina,Salta,Orán,308.8,734593.0
13,2012-03-31,2012,March,03-31,Argentina,Salta,Rosario de la Frontera,783.1,734593.0
14,2012-03-31,2012,March,03-31,Argentina,Santiago del Estero,Banda,55.9,734593.0
15,2012-03-31,2012,March,03-31,Argentina,Santiago del Estero,Choya,386.9,734593.0
16,2012-03-31,2012,March,03-31,Argentina,Santiago del Estero,Figueroa,83.4,734593.0
17,2012-03-31,2012,March,03-31,Argentina,Santiago del Estero,Guasayán,47.4,734593.0
18,2012-03-31,2012,March,03-31,Argentina,Santiago del Estero,Jiménez,30.6,734593.0
19,2012-03-31,2012,March,03-31,Argentina,Santiago del Estero,Loreto,92.8,734593.0
20,2012-03-31,2012,March,03-31,Argentina,Santiago del Estero,Moreno,105.2,734593.0
21,2012-03-31,2012,March,03-31,Argentina,Santiago del Estero,Ojo de Agua,201.0,734593.0
22,2012-03-31,2012,March,03-31,Argentina,Santiago del Estero,Pellegrini,423.4,734593.0
23,2012-03-31,2012,March,03-31,Argentina,Santiago del Estero,Rio Hondo,18.9,734593.0
24,2012-03-31,2012,March,03-31,Argentina,Tucumán,Burruyacu,60.7,734593.0
25,2012-03-31,2012,March,03-31,Argentina,Tucumán,Graneros,104.2,734593.0
26,2012-03-31,2012,March,03-31,Argentina,Tucumán,La Cocha,20.9,734593.0
27,2012-03-31,2012,March,03-31,Argentina,Tucumán,Leales,208.1,734593.0
28,2012-03-31,2012,March,03-31,Argentina,Tucumán,Simoca,117.2,734593.0
29,2012-03-31,2012,March,03-31,Bolivia,Chuquisaca,Machareti,103.6,734593.0
30,2012-03-31,2012,March,03-31,Bolivia,Santa Cruz,Cabezas,191.7,734593.0
31,2012-03-31,2012,March,03-31,Bolivia,Santa Cruz,Charagua,750.9,734593.0
32,2012-03-31,2012,March,03-31,Bolivia,Santa Cruz,Cuatro Cañadas,327.7,734593.0
33,2012-03-31,2012,March,03-31,Bolivia,Santa Cruz,Pailón,761.6,734593.0
34,2012-03-31,2012,March,03-31,Bolivia,Tarija,Villamontes,24.6,734593.0
35,2012-03-31,2012,March,03-31,Bolivia,Tarija,Yacuiba,253.5,734593.0
36,2012-03-31,2012,March,03-31,Paraguay,Alto Paraguay,Bahía Negra,2518.7,734593.0
37,2012-03-31,2012,March,03-31,Paraguay,Alto Paraguay,Fuerte Olimpo,1335.2,734593.0
38,2012-03-31,2012,March,03-31,Paraguay,Alto Paraguay,La Victoria,298.7,734593.0
39,2012-03-31,2012,March,03-31,Paraguay,Boquerón,Filadelfia,1524.0,734593.0
40,2012-03-31,2012,March,03-31,Paraguay,Boquerón,Mcal Estigarribia,15096.5,734593.0
41,2012-03-31,2012,March,03-31,Paraguay,Concepción,Concepción,57.2,734593.0
42,2012-03-31,2012,March,03-31,Paraguay,Presidente Hayes,General Jose Maria Bruguez,206.2,734593.0
43,2012-03-31,2012,March,03-31,Paraguay,Presidente Hayes,Irala Fernandez,734.1,734593.0
44,2012-03-31,2012,March,03-31,Paraguay,Presidente Hayes,Pinasco,338.1,734593.0
45,2012-03-31,2012,March,03-31,Paraguay,Presidente Hayes,Tte. Esteban Martínez,113.2,734593.0
46,2012-04-30,2012,April,04-30,Argentina,Chaco,9 de Julio,54.0,734623.0
47,2012-04-30,2012,April,04-30,Argentina,Chaco,Almirante Brown,1749.0,734623.0
48,2012-04-30,2012,April,04-30,Argentina,Chaco,Chacabuco,33.0,734623.0
49,2012-04-30,2012,April,04-30,Argentina,Chaco,Comandante Fernandez,2.0,734623.0
50,2012-04-30,2012,April,04-30,Argentina,Chaco,General Güemes,551.0,734623.0
51,2012-04-30,2012,April,04-30,Argentina,Chaco,Maipú,257.0,734623.0
52,2012-04-30,2012,April,04-30,Argentina,Chaco,Mayor Luis J. Fonta,22.0,734623.0
53,2012-04-30,2012,April,04-30,Argentina,Córdoba,Rio Seco,87.0,734623.0
54,2012-04-30,2012,April,04-30,Argentina,Formosa,Bermejo,270.0,734623.0
55,2012-04-30,2012,April,04-30,Argentina,Formosa,Patiño,1439.0,734623.0
56,2012-04-30,2012,April,04-30,Argentina,La Rioja,General San Martin,229.0,734623.0
57,2012-04-30,2012,April,04-30,Argentina,Santa Fe,9 de Julio,459.0,734623.0
58,2012-04-30,2012,April,04-30,Argentina,Santa Fe,San Cristóbal,18.0,734623.0
59,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Aguirre,195.0,734623.0
60,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Alberdi,1261.0,734623.0
61,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Avellaneda,568.0,734623.0
62,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Belgrano,119.0,734623.0
63,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Copo,32.0,734623.0
64,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,General Taboada,560.0,734623.0
65,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Juan F. Ibarra,2124.0,734623.0
66,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Mitre,116.0,734623.0
67,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Moreno,1984.0,734623.0
68,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Ojo de Agua,93.0,734623.0
69,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Quebrachos,4809.0,734623.0
70,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,San Martin,274.0,734623.0
71,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Sarmiento,322.0,734623.0
72,2012-04-30,2012,April,04-30,Argentina,Santiago del Estero,Silípica,132.0,734623.0
73,2012-04-30,2012,April,04-30,Bolivia,Santa Cruz,Pailón,825.0,734623.0
74,2012-04-30,2012,April,04-30,Bolivia,Santa Cruz,San Jose de Chiquitos,40.0,734623.0
75,2012-04-30,2012,April,04-30,Paraguay,Alto Paraguay,Fuerte Olimpo,983.0,734623.0
76,2012-04-30,2012,April,04-30,Paraguay,Alto Paraguay,La Victoria,385.0,734623.0
77,2012-04-30,2012,April,04-30,Paraguay,Boquerón,Filadelfia,884.0,734623.0
78,2012-04-30,2012,April,04-30,Paraguay,Boquerón,Mcal Estigarribia,3872.0,734623.0
79,2012-04-30,2012,April,04-30,Paraguay,Presidente Hayes,General Jose Maria Bruguez,511.0,734623.0
80,2012-04-30,2012,April,04-30,Paraguay,Presidente Hayes,Irala Fernandez,168.0,734623.0
81,2012-04-30,2012,April,04-30,Paraguay,Presidente Hayes,Pinasco,1407.0,734623.0
82,2012-04-30,2012,April,04-30,Paraguay,Presidente Hayes,Tte. Esteban Martínez,597.0,734623.0
83,2012-04-30,2012,April,04-30,Paraguay,Presidente Hayes,Villa Hayes,484.0,734623.0
84,2012-05-31,2012,May,05-31,Argentina,Catamarca,La Paz ,15.8,734654.0
85,2012-05-31,2012,May,05-31,Argentina,Chaco ,12 de Octubre ,27.1,734654.0
86,2012-05-31,2012,May,05-31,Argentina,Chaco ,9 de Julio,62.8,734654.0
87,2012-05-31,2012,May,05-31,Argentina,Chaco ,Almirante Brown,3802.0,734654.0
88,2012-05-31,2012,May,05-31,Argentina,Chaco ,Comandante Fernandez ,49.0,734654.0
89,2012-05-31,2012,May,05-31,Argentina,Chaco ,General Güemes,808.7,734654.0
90,2012-05-31,2012,May,05-31,Argentina,Chaco ,Independencia ,65.9,734654.0
91,2012-05-31,2012,May,05-31,Argentina,Chaco,Maipú,166.2,734654.0
92,2012-05-31,2012,May,05-31,Argentina,Córdoba ,San Alberto ,18.4,734654.0
93,2012-05-31,2012,May,05-31,Argentina,Córdoba ,San Javier,7.2,734654.0
94,2012-05-31,2012,May,05-31,Argentina,Formosa ,Bermejo ,562.8,734654.0
95,2012-05-31,2012,May,05-31,Argentina,Formosa ,Matacos,19.9,734654.0
96,2012-05-31,2012,May,05-31,Argentina,Formosa,Patiño,395.9,734654.0
97,2012-05-31,2012,May,05-31,Argentina,La Rioja ,Gobernador Gordillo ,32.2,734654.0
98,2012-05-31,2012,May,05-31,Argentina,La Rioja ,Capital,21.3,734654.0
99,2012-05-31,2012,May,05-31,Argentina,La Rioja,General Belgrano ,26.9,734654.0
100,2012-05-31,2012,May,05-31,Argentina,Salta ,Anta,2901.4,734654.0
101,2012-05-31,2012,May,05-31,Argentina,Salta ,Metan ,183.1,734654.0
102,2012-05-31,2012,May,05-31,Argentina,Salta ,Rivadavia,126.0,734654.0
103,2012-05-31,2012,May,05-31,Argentina,Salta,Rosario de la Frontera ,1613.2,734654.0
104,2012-05-31,2012,May,05-31,Argentina,San Luis ,Ayacucho,466.6,734654.0
105,2012-05-31,2012,May,05-31,Argentina,San Luis ,Belgrano,57.0,734654.0
106,2012-05-31,2012,May,05-31,Argentina,San Luis ,Chacabuco ,2.8,734654.0
107,2012-05-31,2012,May,05-31,Argentina,San Luis ,Junín,3334.1,734654.0
108,2012-05-31,2012,May,05-31,Argentina,San Luis ,Libertador General San Martin ,16.1,734654.0
109,2012-05-31,2012,May,05-31,Argentina,Santa Fe,9 de Julio ,50.4,734654.0
110,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero ,Alberdi,729.6,734654.0
111,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero ,Belgrano ,130.9,734654.0
112,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero ,Choya ,49.6,734654.0
113,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero ,Copo,282.6,734654.0
114,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero ,Figueroa,1127.8,734654.0
115,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero ,General Taboada ,112.9,734654.0
116,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero ,Guasayán,23.2,734654.0
117,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero,Jiménez,59.3,734654.0
118,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero,Juan F. Ibarra,587.6,734654.0
119,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero,Moreno,2476.4,734654.0
120,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero,Ojo de Agua,20.2,734654.0
121,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero,Pellegrini,196.1,734654.0
122,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero,Rio Hondo,34.2,734654.0
123,2012-05-31,2012,May,05-31,Argentina,Santiago del Estero ,Sarmiento,741.9,734654.0
124,2012-05-31,2012,May,05-31,Argentina,Tucumán,Burruyacu,312.9,734654.0
125,2012-05-31,2012,May,05-31,Argentina,Tucumán ,Cruz Alta,5.6,734654.0
126,2012-05-31,2012,May,05-31,Argentina,Tucumán ,Graneros,136.5,734654.0
127,2012-05-31,2012,May,05-31,Argentina,Tucumán,Leales,155.7,734654.0
128,2012-05-31,2012,May,05-31,Bolivia,Santa Cruz,Charagua,73.0,734654.0
129,2012-05-31,2012,May,05-31,Bolivia,Santa Cruz ,Cuatro Cañadas ,680.7,734654.0
130,2012-05-31,2012,May,05-31,Bolivia,Santa Cruz ,Pailón,4955.5,734654.0
131,2012-05-31,2012,May,05-31,Bolivia,Santa Cruz,San José de Chiquitos,3.8,734654.0
132,2012-05-31,2012,May,05-31,Paraguay,Alto Paraguay ,Bahía Negra ,226.3,734654.0
133,2012-05-31,2012,May,05-31,Paraguay,Alto Paraguay ,Fuerte Olimpo ,214.9,734654.0
134,2012-05-31,2012,May,05-31,Paraguay,Alto Paraguay ,La Victoria,479.0,734654.0
135,2012-05-31,2012,May,05-31,Paraguay,Boquerón,Mcal Estigarribia ,10716.6,734654.0
136,2012-05-31,2012,May,05-31,Paraguay,Concepción,Concepción,29.8,734654.0
137,2012-05-31,2012,May,05-31,Paraguay,Presidente Hayes ,Benjamin Aceval,258.7,734654.0
138,2012-05-31,2012,May,05-31,Paraguay,Presidente Hayes ,General Jose Maria Bruguez ,121.1,734654.0
139,2012-05-31,2012,May,05-31,Paraguay,Presidente Hayes ,Irala Fernandez,63.9,734654.0
140,2012-05-31,2012,May,05-31,Paraguay,Presidente Hayes ,Tte. Esteban Martínez,215.9,734654.0
141,2012-05-31,2012,May,05-31,Paraguay,Presidente Hayes,Villa Hayes,101.5,734654.0
142,2012-06-30,2012,June,06-30,Argentina,Chaco,Almirante Brown,926.0,734684.0
143,2012-06-30,2012,June,06-30,Argentina,Chaco,Comandante Fernández,6.0,734684.0
144,2012-06-30,2012,June,06-30,Argentina,Chaco,General Güemes,248.0,734684.0
145,2012-06-30,2012,June,06-30,Argentina,Chaco,Independencia,12.0,734684.0
146,2012-06-30,2012,June,06-30,Argentina,Chaco,Libertador General San Martin,14.0,734684.0
147,2012-06-30,2012,June,06-30,Argentina,Chaco,Maipú,132.0,734684.0
148,2012-06-30,2012,June,06-30,Argentina,Córdoba,Cruz del Eje,25.0,734684.0
149,2012-06-30,2012,June,06-30,Argentina,Córdoba,Ischilín,1385.0,734684.0
150,2012-06-30,2012,June,06-30,Argentina,Córdoba,Pocho,186.0,734684.0
151,2012-06-30,2012,June,06-30,Argentina,Córdoba,Rio Seco,42.0,734684.0
152,2012-06-30,2012,June,06-30,Argentina,Córdoba,San Alberto,578.0,734684.0
153,2012-06-30,2012,June,06-30,Argentina,Córdoba,San Javier,139.0,734684.0
154,2012-06-30,2012,June,06-30,Argentina,Córdoba,Sobremonte,730.0,734684.0
155,2012-06-30,2012,June,06-30,Argentina,Córdoba,Tulumba,217.0,734684.0
156,2012-06-30,2012,June,06-30,Argentina,Formosa,Bermejo,12.0,734684.0
157,2012-06-30,2012,June,06-30,Argentina,Formosa,Matacos,22.0,734684.0
158,2012-06-30,2012,June,06-30,Argentina,Formosa,Patiño,2045.0,734684.0
159,2012-06-30,2012,June,06-30,Argentina,Jujuy,San Pedro,1526.0,734684.0
160,2012-06-30,2012,June,06-30,Argentina,Jujuy,Santa Bárbara,3016.0,734684.0
161,2012-06-30,2012,June,06-30,Argentina,La Rioja, Gobernador Gordillo,16.0,734684.0
162,2012-06-30,2012,June,06-30,Argentina,La Rioja,Capital,110.0,734684.0
163,2012-06-30,2012,June,06-30,Argentina,La Rioja,General San Martin,200.0,734684.0
164,2012-06-30,2012,June,06-30,Argentina,La Rioja,Rosario Vera Peñaloza,134.0,734684.0
165,2012-06-30,2012,June,06-30,Argentina,Salta,Anta,514.0,734684.0
166,2012-06-30,2012,June,06-30,Argentina,Salta,Capital,308.0,734684.0
167,2012-06-30,2012,June,06-30,Argentina,Salta,Chicoana,9.0,734684.0
168,2012-06-30,2012,June,06-30,Argentina,Salta,General José de San Martin,3023.0,734684.0
169,2012-06-30,2012,June,06-30,Argentina,Salta,General Güemes,721.0,734684.0
170,2012-06-30,2012,June,06-30,Argentina,Salta,La Viña,14.0,734684.0
171,2012-06-30,2012,June,06-30,Argentina,Salta,Metan,116.0,734684.0
172,2012-06-30,2012,June,06-30,Argentina,Salta,Orán,3561.0,734684.0
173,2012-06-30,2012,June,06-30,Argentina,Salta,Rivadavia,941.0,734684.0
174,2012-06-30,2012,June,06-30,Argentina,San Luis,Junín,430.0,734684.0
175,2012-06-30,2012,June,06-30,Argentina,Santa Fe,General Obligado,246.0,734684.0
176,2012-06-30,2012,June,06-30,Argentina,Santa Fe,San Cristóbal,106.0,734684.0
177,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,Alberdi,462.0,734684.0
178,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,Atamisqui,88.0,734684.0
179,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,Avellaneda,380.0,734684.0
180,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,Copo,1325.0,734684.0
181,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,Figueroa,519.0,734684.0
182,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,General Taboada,1072.0,734684.0
183,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,Juan F. Ibarra,771.0,734684.0
184,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,Moreno,1364.0,734684.0
185,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,Ojo de Agua,939.0,734684.0
186,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,Quebrachos,1455.0,734684.0
187,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,Salavina,316.0,734684.0
188,2012-06-30,2012,June,06-30,Argentina,Santiago del Estero,Sarmiento,392.0,734684.0
189,2012-06-30,2012,June,06-30,Argentina,Tucumán,Graneros,70.0,734684.0
190,2012-06-30,2012,June,06-30,Argentina,Tucumán,Leales,67.0,734684.0
191,2012-06-30,2012,June,06-30,Argentina,Tucumán,Simoca,123.0,734684.0
192,2012-06-30,2012,June,06-30,Bolivia,Chuquisaca,Machareti,6.0,734684.0
193,2012-06-30,2012,June,06-30,Bolivia,Santa Cruz,Cabezas,105.0,734684.0
194,2012-06-30,2012,June,06-30,Bolivia,Santa Cruz,Charagua,915.0,734684.0
195,2012-06-30,2012,June,06-30,Bolivia,Santa Cruz,Concepción,30.0,734684.0
196,2012-06-30,2012,June,06-30,Bolivia,Santa Cruz,Cuatro Cañadas,466.0,734684.0
197,2012-06-30,2012,June,06-30,Bolivia,Santa Cruz,Pailón,2820.0,734684.0
198,2012-06-30,2012,June,06-30,Bolivia,Santa Cruz,San José de Chiquitos,8.0,734684.0
199,2012-06-30,2012,June,06-30,Bolivia,Tarija,Villamontes,61.0,734684.0
200,2012-06-30,2012,June,06-30,Bolivia,Tarija,Yacuiba,308.0,734684.0
201,2012-06-30,2012,June,06-30,Paraguay,Alto Paraguay,Bahía Negra,1769.0,734684.0
202,2012-06-30,2012,June,06-30,Paraguay,Alto Paraguay,Fuerte Olimpo,2808.0,734684.0
203,2012-06-30,2012,June,06-30,Paraguay,Alto Paraguay,La Victoria,230.0,734684.0
204,2012-06-30,2012,June,06-30,Paraguay,Boquerón,Filadelfia,476.0,734684.0
205,2012-06-30,2012,June,06-30,Paraguay,Boquerón,Mcal Estigarribia,9017.0,734684.0
206,2012-06-30,2012,June,06-30,Paraguay,Presidente Hayes,Irala Fernandez,30.0,734684.0
207,2012-07-31,2012,July,07-31,Paraguay,Alto Paraguay ,Bahía Negra ,2691.2,734715.0
208,2012-07-31,2012,July,07-31,Paraguay,Alto Paraguay ,Fuerte Olimpo ,3327.6,734715.0
209,2012-07-31,2012,July,07-31,Paraguay,Alto Paraguay ,La Victoria ,4921.3,734715.0
210,2012-07-31,2012,July,07-31,Paraguay,Boquerón ,Filadelfia ,5348.8,734715.0
211,2012-07-31,2012,July,07-31,Paraguay,Boquerón ,Loma Plata ,30.2,734715.0
212,2012-07-31,2012,July,07-31,Paraguay,Boquerón ,Mcal Estigarribia ,10853.3,734715.0
213,2012-07-31,2012,July,07-31,Paraguay,Presidente Hayes ,Irala Fernandez ,98.6,734715.0
214,2012-07-31,2012,July,07-31,Paraguay,Presidente Hayes ,Jose Falcon ,86.9,734715.0
215,2012-07-31,2012,July,07-31,Paraguay,Presidente Hayes ,Tte. Esteban Martínez ,57.9,734715.0
216,2012-07-31,2012,July,07-31,Paraguay,Presidente Hayes ,Villa Hayes ,147.3,734715.0
217,2012-07-31,2012,July,07-31,Bolivia,Santa Cruz ,Boyuibe ,8.2,734715.0
218,2012-07-31,2012,July,07-31,Bolivia,Santa Cruz ,Concepción ,26.0,734715.0
219,2012-07-31,2012,July,07-31,Bolivia,Santa Cruz ,Cabezas ,46.5,734715.0
220,2012-07-31,2012,July,07-31,Bolivia,Santa Cruz ,Cuatro Cañadas ,261.7,734715.0
221,2012-07-31,2012,July,07-31,Bolivia,Santa Cruz ,Pailón ,1100.7,734715.0
222,2012-07-31,2012,July,07-31,Bolivia,Santa Cruz ,Charagua ,2125.6,734715.0
223,2012-07-31,2012,July,07-31,Bolivia,Tarija ,Villamontes ,41.2,734715.0
224,2012-07-31,2012,July,07-31,Bolivia,Tarija ,Yacuiba ,482.1,734715.0
225,2012-07-31,2012,July,07-31,Argentina,Catamarca ,Capayán ,7.6,734715.0
226,2012-07-31,2012,July,07-31,Argentina,Catamarca ,Santa Rosa ,120.2,734715.0
227,2012-07-31,2012,July,07-31,Argentina,Chaco ,9 de Julio ,82.3,734715.0
228,2012-07-31,2012,July,07-31,Argentina,Chaco ,Almirante Brown ,2333.2,734715.0
229,2012-07-31,2012,July,07-31,Argentina,Chaco ,Chacabuco ,18.2,734715.0
230,2012-07-31,2012,July,07-31,Argentina,Chaco ,Comandante Fernandez ,28.4,734715.0
231,2012-07-31,2012,July,07-31,Argentina,Chaco ,General Güemes ,899.5,734715.0
232,2012-07-31,2012,July,07-31,Argentina,Chaco ,Independencia ,8.3,734715.0
233,2012-07-31,2012,July,07-31,Argentina,Chaco ,Libertador General San Martin ,12.1,734715.0
234,2012-07-31,2012,July,07-31,Argentina,Chaco ,Maipú ,222.8,734715.0
235,2012-07-31,2012,July,07-31,Argentina,Córdoba ,Cruz del Eje ,307.5,734715.0
236,2012-07-31,2012,July,07-31,Argentina,Córdoba ,Rio Primero ,55.2,734715.0
237,2012-07-31,2012,July,07-31,Argentina,Córdoba ,Rio Seco ,322.7,734715.0
238,2012-07-31,2012,July,07-31,Argentina,Córdoba ,San Alberto ,334.3,734715.0
239,2012-07-31,2012,July,07-31,Argentina,Córdoba ,San Javier ,22.4,734715.0
240,2012-07-31,2012,July,07-31,Argentina,Córdoba ,Totoral ,70.6,734715.0
241,2012-07-31,2012,July,07-31,Argentina,Córdoba ,Tulumba ,116.1,734715.0
242,2012-07-31,2012,July,07-31,Argentina,Formosa ,Patiño ,2339.2,734715.0
243,2012-07-31,2012,July,07-31,Argentina,Formosa ,Pilagás ,177.3,734715.0
244,2012-07-31,2012,July,07-31,Argentina,Formosa ,Pirané ,1224.4,734715.0
245,2012-07-31,2012,July,07-31,Argentina,Jujuy ,El Carmen ,15.3,734715.0
246,2012-07-31,2012,July,07-31,Argentina,Jujuy ,San Pedro ,85.0,734715.0
247,2012-07-31,2012,July,07-31,Argentina,Jujuy ,Santa Barbara ,112.1,734715.0
248,2012-07-31,2012,July,07-31,Argentina,La Rioja ,Capital ,130.7,734715.0
249,2012-07-31,2012,July,07-31,Argentina,La Rioja ,General San Martín ,1832.0,734715.0
250,2012-07-31,2012,July,07-31,Argentina,Salta ,Anta ,2285.3,734715.0
251,2012-07-31,2012,July,07-31,Argentina,Salta ,Caldera ,58.6,734715.0
252,2012-07-31,2012,July,07-31,Argentina,Salta ,Capital ,552.1,734715.0
253,2012-07-31,2012,July,07-31,Argentina,Salta ,Chicoana ,20.8,734715.0
254,2012-07-31,2012,July,07-31,Argentina,Salta ,General José de San Martín ,2502.0,734715.0
255,2012-07-31,2012,July,07-31,Argentina,Salta ,General Güemes ,550.7,734715.0
256,2012-07-31,2012,July,07-31,Argentina,Salta ,La Viña ,15.7,734715.0
257,2012-07-31,2012,July,07-31,Argentina,Salta ,Metán ,284.8,734715.0
258,2012-07-31,2012,July,07-31,Argentina,Salta ,Orán ,6064.4,734715.0
259,2012-07-31,2012,July,07-31,Argentina,Salta ,Rivadavia ,2604.4,734715.0
260,2012-07-31,2012,July,07-31,Argentina,Salta ,Rosario de la Frontera ,577.6,734715.0
261,2012-07-31,2012,July,07-31,Argentina,San Luis ,Junín ,118.1,734715.0
262,2012-07-31,2012,July,07-31,Argentina,Santa Fe ,San Justo ,41.5,734715.0
263,2012-07-31,2012,July,07-31,Argentina,Santa Fe ,Vera ,20.7,734715.0
264,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Aguirre ,50.5,734715.0
265,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Alberdi ,730.9,734715.0
266,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Avellaneda ,260.5,734715.0
267,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Banda ,55.8,734715.0
268,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Belgrano ,44.0,734715.0
269,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Capital ,16.3,734715.0
270,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Choya ,562.5,734715.0
271,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Figueroa ,339.5,734715.0
272,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,General Taboada ,245.1,734715.0
273,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Guasayán ,355.2,734715.0
274,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Jiménez ,295.7,734715.0
275,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Juan F. Ibarra ,781.3,734715.0
276,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Loreto ,7.3,734715.0
277,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Moreno ,1574.9,734715.0
278,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Ojo de Agua ,552.1,734715.0
279,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Pellegrini ,985.8,734715.0
280,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Quebrachos ,48.3,734715.0
281,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Rio Hondo ,169.2,734715.0
282,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Robles ,48.6,734715.0
283,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Salavina ,57.6,734715.0
284,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,San Martín ,73.8,734715.0
285,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Sarmiento ,35.5,734715.0
286,2012-07-31,2012,July,07-31,Argentina,Santiago del Estero ,Silípica ,21.4,734715.0
287,2012-07-31,2012,July,07-31,Argentina,Tucumán ,Burruyacu ,196.1,734715.0
288,2012-07-31,2012,July,07-31,Argentina,Tucumán ,Cruz Alta ,114.9,734715.0
289,2012-07-31,2012,July,07-31,Argentina,Tucumán ,Graneros ,314.5,734715.0
290,2012-07-31,2012,July,07-31,Argentina,Tucumán ,Leales ,183.0,734715.0
291,2012-07-31,2012,July,07-31,Argentina,Tucumán ,Simoca ,62.0,734715.0
292,2012-08-31,2012,August,08-31,Paraguay,Alto Paraguay ,Bahía Negra ,1546.1,734746.0
293,2012-08-31,2012,August,08-31,Paraguay,Alto Paraguay ,Carmelo Peralta ,297.4,734746.0
294,2012-08-31,2012,August,08-31,Paraguay,Concepción ,Concepción ,22.6,734746.0
295,2012-08-31,2012,August,08-31,Paraguay,Boquerón ,Filadelfia ,3260.3,734746.0
